athlete_id;athlete_name;created_at;discipline;rating
808514;Stefanie Oertel;2006-09-23;mixed;1696
808577;Gerd Kanikowski;2006-09-23;singles;1747
808577;Gerd Kanikowski;2006-09-23;doubles;1534
808845;Lilian Malanowsky;2006-09-23;singles;1472
808845;Lilian Malanowsky;2006-09-23;doubles;1542
808884;Tobias Schultze;2006-09-23;singles;1720
808884;Tobias Schultze;2006-09-23;doubles;1553
809384;Susanne Schiller;2006-09-23;doubles;1485
809384;Susanne Schiller;2006-09-23;mixed;1441
809585;Ronny Pabst;2006-09-23;doubles;1558
809585;Ronny Pabst;2006-09-23;mixed;1643
810156;Andreas Karos;2006-09-23;singles;1483
810156;Andreas Karos;2006-09-23;doubles;1556
810233;Sascha Bulik;2006-09-23;singles;1506
810449;Alexander Nachtigall;2006-09-23;singles;2046
810449;Alexander Nachtigall;2006-09-23;doubles;2008
810817;Andreas Ziese;2006-09-23;singles;1682
810817;Andreas Ziese;2006-09-23;doubles;1546
806276;Anika Götze;2006-09-24;singles;1578
806276;Anika Götze;2006-09-24;doubles;1771
806299;Andreas Knauf;2006-09-24;singles;1882
806299;Andreas Knauf;2006-09-24;doubles;1881
806304;Gabriela Knauf;2006-09-24;doubles;1980
806304;Gabriela Knauf;2006-09-24;mixed;2000
806316;Rainer Schütz;2006-09-24;doubles;1826
806316;Rainer Schütz;2006-09-24;mixed;1771
806396;Anja Götze;2006-09-24;doubles;1720
806396;Anja Götze;2006-09-24;mixed;1852
807523;Dan Guddat;2006-09-24;doubles;1589
807523;Dan Guddat;2006-09-24;mixed;1688
808577;Gerd Kanikowski;2006-09-24;singles;1754
808577;Gerd Kanikowski;2006-09-24;doubles;1519
808884;Tobias Schultze;2006-09-24;singles;1711
808884;Tobias Schultze;2006-09-24;doubles;1546
809363;Andrea Paul;2006-09-24;singles;1405
809363;Andrea Paul;2006-09-24;doubles;1525
809585;Ronny Pabst;2006-09-24;doubles;1543
809585;Ronny Pabst;2006-09-24;mixed;1628
810449;Alexander Nachtigall;2006-09-24;singles;2052
810449;Alexander Nachtigall;2006-09-24;doubles;2024
806323;Dennis Doer;2006-09-25;doubles;1826
806323;Dennis Doer;2006-09-25;mixed;1979
809363;Andrea Paul;2006-09-29;doubles;1530
809363;Andrea Paul;2006-09-29;mixed;1567
806323;Dennis Doer;2006-10-21;doubles;1817
806323;Dennis Doer;2006-10-21;mixed;1991
809363;Andrea Paul;2006-10-22;doubles;1522
809363;Andrea Paul;2006-10-22;mixed;1557
806323;Dennis Doer;2006-10-23;doubles;1827
806323;Dennis Doer;2006-10-23;mixed;1983
806299;Andreas Knauf;2006-10-24;singles;1884
806299;Andreas Knauf;2006-10-24;doubles;1870
806304;Gabriela Knauf;2006-10-24;doubles;1963
806304;Gabriela Knauf;2006-10-24;mixed;1981
806316;Rainer Schütz;2006-10-24;doubles;1815
806316;Rainer Schütz;2006-10-24;mixed;1752
810449;Alexander Nachtigall;2006-10-24;singles;2039
810449;Alexander Nachtigall;2006-10-24;doubles;2013
808514;Stefanie Oertel;2006-10-27;doubles;1627
808845;Lilian Malanowsky;2006-10-27;singles;1486
808845;Lilian Malanowsky;2006-10-27;doubles;1560
809363;Andrea Paul;2006-10-27;doubles;1534
809384;Susanne Schiller;2006-10-27;mixed;1456
809585;Ronny Pabst;2006-10-27;doubles;1555
810817;Andreas Ziese;2006-10-27;singles;1690
810817;Andreas Ziese;2006-10-27;mixed;1664
806299;Andreas Knauf;2006-10-28;singles;1872
806299;Andreas Knauf;2006-10-28;doubles;1880
806304;Gabriela Knauf;2006-10-28;doubles;1977
806304;Gabriela Knauf;2006-10-28;mixed;1974
806314;Gert Schulz;2006-10-28;doubles;1550
806314;Gert Schulz;2006-10-28;mixed;1579
806316;Rainer Schütz;2006-10-28;doubles;1807
806316;Rainer Schütz;2006-10-28;mixed;1745
807523;Dan Guddat;2006-10-28;doubles;1601
807523;Dan Guddat;2006-10-28;mixed;1684
807743;Martin Braun;2006-10-28;singles;1608
807743;Martin Braun;2006-10-28;doubles;1436
808514;Stefanie Oertel;2006-10-28;doubles;1630
808514;Stefanie Oertel;2006-10-28;mixed;1692
808577;Gerd Kanikowski;2006-10-28;singles;1767
808577;Gerd Kanikowski;2006-10-28;doubles;1515
808845;Lilian Malanowsky;2006-10-28;singles;1483
808845;Lilian Malanowsky;2006-10-28;doubles;1563
808884;Tobias Schultze;2006-10-28;singles;1706
808884;Tobias Schultze;2006-10-28;doubles;1558
809384;Susanne Schiller;2006-10-28;doubles;1479
809384;Susanne Schiller;2006-10-28;mixed;1452
810156;Andreas Karos;2006-10-28;singles;1474
810156;Andreas Karos;2006-10-28;doubles;1548
810449;Alexander Nachtigall;2006-10-28;singles;2041
810449;Alexander Nachtigall;2006-10-28;doubles;2005
806304;Gabriela Knauf;2006-10-29;doubles;1969
806314;Gert Schulz;2006-10-29;doubles;1544
806314;Gert Schulz;2006-10-29;mixed;1568
806316;Rainer Schütz;2006-10-29;singles;1772
806316;Rainer Schütz;2006-10-29;doubles;1797
806323;Dennis Doer;2006-10-29;doubles;1816
806323;Dennis Doer;2006-10-29;mixed;1971
807523;Dan Guddat;2006-10-29;doubles;1594
807523;Dan Guddat;2006-10-29;mixed;1678
807743;Martin Braun;2006-10-29;singles;1606
807743;Martin Braun;2006-10-29;doubles;1431
808514;Stefanie Oertel;2006-10-29;doubles;1640
808514;Stefanie Oertel;2006-10-29;mixed;1696
808577;Gerd Kanikowski;2006-10-29;singles;1752
808577;Gerd Kanikowski;2006-10-29;doubles;1509
808845;Lilian Malanowsky;2006-10-29;singles;1480
808845;Lilian Malanowsky;2006-10-29;doubles;1554
808884;Tobias Schultze;2006-10-29;singles;1694
808884;Tobias Schultze;2006-10-29;doubles;1551
809384;Susanne Schiller;2006-10-29;singles;1516
809384;Susanne Schiller;2006-10-29;doubles;1489
809585;Ronny Pabst;2006-10-29;doubles;1564
809585;Ronny Pabst;2006-10-29;mixed;1632
810156;Andreas Karos;2006-10-29;singles;1478
810156;Andreas Karos;2006-10-29;doubles;1543
810233;Sascha Bulik;2006-10-29;singles;1513
810233;Sascha Bulik;2006-10-29;doubles;1358
810449;Alexander Nachtigall;2006-10-29;singles;2047
810449;Alexander Nachtigall;2006-10-29;doubles;1995
810817;Andreas Ziese;2006-10-29;singles;1686
810817;Andreas Ziese;2006-10-29;doubles;1541
808514;Stefanie Oertel;2006-11-03;doubles;1650
808514;Stefanie Oertel;2006-11-03;mixed;1685
809384;Susanne Schiller;2006-11-03;singles;1526
809384;Susanne Schiller;2006-11-03;doubles;1499
810233;Sascha Bulik;2006-11-03;doubles;1352
810817;Andreas Ziese;2006-11-03;singles;1695
810817;Andreas Ziese;2006-11-03;mixed;1653
806276;Anika Götze;2006-11-04;singles;1571
806276;Anika Götze;2006-11-04;doubles;1759
806310;Heinz Fraulob;2006-11-04;doubles;1536
806311;Thilo Gottschlag;2006-11-04;doubles;1821
806311;Thilo Gottschlag;2006-11-04;mixed;1963
806314;Gert Schulz;2006-11-04;doubles;1531
806314;Gert Schulz;2006-11-04;mixed;1572
806316;Rainer Schütz;2006-11-04;doubles;1791
806316;Rainer Schütz;2006-11-04;mixed;1736
806396;Anja Götze;2006-11-04;doubles;1708
806396;Anja Götze;2006-11-04;mixed;1856
807743;Martin Braun;2006-11-04;singles;1599
807743;Martin Braun;2006-11-04;doubles;1440
808514;Stefanie Oertel;2006-11-04;doubles;1658
808514;Stefanie Oertel;2006-11-04;mixed;1672
808577;Gerd Kanikowski;2006-11-04;singles;1741
808577;Gerd Kanikowski;2006-11-04;doubles;1518
808845;Lilian Malanowsky;2006-11-04;singles;1488
808845;Lilian Malanowsky;2006-11-04;doubles;1562
808884;Tobias Schultze;2006-11-04;singles;1689
808884;Tobias Schultze;2006-11-04;doubles;1544
809585;Ronny Pabst;2006-11-04;doubles;1573
809585;Ronny Pabst;2006-11-04;mixed;1619
810233;Sascha Bulik;2006-11-04;singles;1506
810233;Sascha Bulik;2006-11-04;doubles;1348
810449;Alexander Nachtigall;2006-11-04;singles;2055
810449;Alexander Nachtigall;2006-11-04;doubles;1983
810817;Andreas Ziese;2006-11-04;singles;1690
810817;Andreas Ziese;2006-11-04;doubles;1537
806316;Rainer Schütz;2006-11-05;singles;1763
806316;Rainer Schütz;2006-11-05;doubles;1806
806323;Dennis Doer;2006-11-05;doubles;1828
806323;Dennis Doer;2006-11-05;mixed;1979
807523;Dan Guddat;2006-11-05;doubles;1588
807523;Dan Guddat;2006-11-05;mixed;1692
809363;Andrea Paul;2006-11-05;singles;1400
809363;Andrea Paul;2006-11-05;doubles;1524
810449;Alexander Nachtigall;2006-11-05;singles;2061
810449;Alexander Nachtigall;2006-11-05;doubles;1998
806276;Anika Götze;2006-11-17;doubles;1763
806276;Anika Götze;2006-11-17;mixed;1626
806396;Anja Götze;2006-11-17;singles;1658
806396;Anja Götze;2006-11-17;doubles;1712
808577;Gerd Kanikowski;2006-11-17;singles;1732
808577;Gerd Kanikowski;2006-11-17;doubles;1514
809363;Andrea Paul;2006-11-17;doubles;1532
809363;Andrea Paul;2006-11-17;mixed;1569
810156;Andreas Karos;2006-11-17;singles;1474
810156;Andreas Karos;2006-11-17;doubles;1539
810817;Andreas Ziese;2006-11-17;singles;1694
810817;Andreas Ziese;2006-11-17;mixed;1666
806299;Andreas Knauf;2006-11-18;singles;1886
806299;Andreas Knauf;2006-11-18;doubles;1889
806316;Rainer Schütz;2006-11-18;doubles;1811
806316;Rainer Schütz;2006-11-18;mixed;1730
810449;Alexander Nachtigall;2006-11-18;singles;2067
810449;Alexander Nachtigall;2006-11-18;doubles;2003
806311;Thilo Gottschlag;2006-11-19;doubles;1826
806311;Thilo Gottschlag;2006-11-19;mixed;1970
808514;Stefanie Oertel;2006-11-19;doubles;1646
808514;Stefanie Oertel;2006-11-19;mixed;1682
808845;Lilian Malanowsky;2006-11-19;singles;1500
808845;Lilian Malanowsky;2006-11-19;doubles;1550
808884;Tobias Schultze;2006-11-19;singles;1681
808884;Tobias Schultze;2006-11-19;doubles;1549
809585;Ronny Pabst;2006-11-19;singles;1512
809585;Ronny Pabst;2006-11-19;doubles;1578
810233;Sascha Bulik;2006-11-19;doubles;1361
810817;Andreas Ziese;2006-11-19;singles;1703
810817;Andreas Ziese;2006-11-19;mixed;1676
806299;Andreas Knauf;2006-12-02;singles;1895
806299;Andreas Knauf;2006-12-02;doubles;1897
806304;Gabriela Knauf;2006-12-02;doubles;1959
806304;Gabriela Knauf;2006-12-02;mixed;1987
806311;Thilo Gottschlag;2006-12-02;doubles;1817
806311;Thilo Gottschlag;2006-12-02;mixed;1955
806316;Rainer Schütz;2006-12-02;doubles;1815
806316;Rainer Schütz;2006-12-02;mixed;1743
808514;Stefanie Oertel;2006-12-02;doubles;1652
808514;Stefanie Oertel;2006-12-02;mixed;1677
808845;Lilian Malanowsky;2006-12-02;singles;1509
808845;Lilian Malanowsky;2006-12-02;doubles;1556
808884;Tobias Schultze;2006-12-02;singles;1684
808884;Tobias Schultze;2006-12-02;doubles;1540
809585;Ronny Pabst;2006-12-02;singles;1506
809585;Ronny Pabst;2006-12-02;doubles;1570
810233;Sascha Bulik;2006-12-02;doubles;1356
810449;Alexander Nachtigall;2006-12-02;singles;2070
810449;Alexander Nachtigall;2006-12-02;doubles;2007
810817;Andreas Ziese;2006-12-02;singles;1685
810817;Andreas Ziese;2006-12-02;mixed;1671
806323;Dennis Doer;2006-12-05;doubles;1819
806323;Dennis Doer;2006-12-05;mixed;1971
806276;Anika Götze;2006-12-08;doubles;1759
806276;Anika Götze;2006-12-08;mixed;1621
806314;Gert Schulz;2006-12-08;mixed;1567
807743;Martin Braun;2006-12-08;singles;1591
807743;Martin Braun;2006-12-08;doubles;1432
808577;Gerd Kanikowski;2006-12-08;singles;1725
808577;Gerd Kanikowski;2006-12-08;doubles;1506
810156;Andreas Karos;2006-12-08;doubles;1530
806276;Anika Götze;2006-12-10;doubles;1777
806276;Anika Götze;2006-12-10;mixed;1616
806311;Thilo Gottschlag;2006-12-10;doubles;1810
806311;Thilo Gottschlag;2006-12-10;mixed;1949
806314;Gert Schulz;2006-12-10;doubles;1528
806314;Gert Schulz;2006-12-10;mixed;1562
807743;Martin Braun;2006-12-10;singles;1587
807743;Martin Braun;2006-12-10;doubles;1430
808514;Stefanie Oertel;2006-12-10;doubles;1663
808514;Stefanie Oertel;2006-12-10;mixed;1682
808577;Gerd Kanikowski;2006-12-10;singles;1708
808845;Lilian Malanowsky;2006-12-10;singles;1523
808845;Lilian Malanowsky;2006-12-10;doubles;1567
808884;Tobias Schultze;2006-12-10;singles;1688
808884;Tobias Schultze;2006-12-10;doubles;1533
809585;Ronny Pabst;2006-12-10;doubles;1580
810156;Andreas Karos;2006-12-10;doubles;1528
810817;Andreas Ziese;2006-12-10;singles;1688
810817;Andreas Ziese;2006-12-10;mixed;1676
806323;Dennis Doer;2006-12-11;doubles;1830
806323;Dennis Doer;2006-12-11;mixed;1979
808514;Stefanie Oertel;2006-12-11;doubles;1672
808514;Stefanie Oertel;2006-12-11;mixed;1691
808845;Lilian Malanowsky;2006-12-11;singles;1536
808845;Lilian Malanowsky;2006-12-11;doubles;1576
809585;Ronny Pabst;2006-12-11;doubles;1590
810233;Sascha Bulik;2006-12-11;singles;1501
810233;Sascha Bulik;2006-12-11;doubles;1375
810817;Andreas Ziese;2006-12-11;doubles;1556
810817;Andreas Ziese;2006-12-11;mixed;1685
806299;Andreas Knauf;2006-12-16;singles;1902
806299;Andreas Knauf;2006-12-16;doubles;1902
806304;Gabriela Knauf;2006-12-16;doubles;1947
806304;Gabriela Knauf;2006-12-16;mixed;1969
806316;Rainer Schütz;2006-12-16;doubles;1802
806316;Rainer Schütz;2006-12-16;mixed;1725
809363;Andrea Paul;2006-12-16;doubles;1538
809363;Andrea Paul;2006-12-16;mixed;1558
810449;Alexander Nachtigall;2006-12-16;singles;2075
810449;Alexander Nachtigall;2006-12-16;doubles;1994
809363;Andrea Paul;2006-12-17;singles;1395
809363;Andrea Paul;2006-12-17;doubles;1535
806311;Thilo Gottschlag;2006-12-18;doubles;1801
807523;Dan Guddat;2006-12-18;doubles;1579
807523;Dan Guddat;2006-12-18;mixed;1682
808884;Tobias Schultze;2006-12-18;singles;1674
806299;Andreas Knauf;2007-01-10;singles;1888
806299;Andreas Knauf;2007-01-10;doubles;1912
806316;Rainer Schütz;2007-01-10;doubles;1809
806316;Rainer Schütz;2007-01-10;mixed;1716
808514;Stefanie Oertel;2007-01-10;doubles;1664
808514;Stefanie Oertel;2007-01-10;mixed;1682
810449;Alexander Nachtigall;2007-01-10;singles;2067
810449;Alexander Nachtigall;2007-01-10;doubles;2001
806276;Anika Götze;2007-01-13;singles;1565
806276;Anika Götze;2007-01-13;doubles;1770
807743;Martin Braun;2007-01-13;singles;1579
807743;Martin Braun;2007-01-13;doubles;1446
808514;Stefanie Oertel;2007-01-13;doubles;1675
808514;Stefanie Oertel;2007-01-13;mixed;1686
808845;Lilian Malanowsky;2007-01-13;singles;1531
808845;Lilian Malanowsky;2007-01-13;doubles;1587
808884;Tobias Schultze;2007-01-13;singles;1669
808884;Tobias Schultze;2007-01-13;doubles;1532
809585;Ronny Pabst;2007-01-13;doubles;1599
809585;Ronny Pabst;2007-01-13;mixed;1623
810233;Sascha Bulik;2007-01-13;singles;1517
810233;Sascha Bulik;2007-01-13;doubles;1392
810817;Andreas Ziese;2007-01-13;singles;1698
810817;Andreas Ziese;2007-01-13;doubles;1573
806276;Anika Götze;2007-01-14;doubles;1777
806276;Anika Götze;2007-01-14;mixed;1601
807743;Martin Braun;2007-01-14;singles;1576
807743;Martin Braun;2007-01-14;doubles;1441
810156;Andreas Karos;2007-01-14;singles;1457
810156;Andreas Karos;2007-01-14;doubles;1513
806299;Andreas Knauf;2007-01-16;singles;1900
806299;Andreas Knauf;2007-01-16;doubles;1921
806304;Gabriela Knauf;2007-01-16;doubles;1931
806304;Gabriela Knauf;2007-01-16;mixed;1983
806316;Rainer Schütz;2007-01-16;doubles;1803
806316;Rainer Schütz;2007-01-16;mixed;1730
810449;Alexander Nachtigall;2007-01-16;singles;2074
810449;Alexander Nachtigall;2007-01-16;doubles;1995
806299;Andreas Knauf;2007-01-20;singles;1908
806299;Andreas Knauf;2007-01-20;doubles;1925
806304;Gabriela Knauf;2007-01-20;doubles;1913
806304;Gabriela Knauf;2007-01-20;mixed;1987
806316;Rainer Schütz;2007-01-20;doubles;1816
806316;Rainer Schütz;2007-01-20;mixed;1734
807523;Dan Guddat;2007-01-20;doubles;1584
807523;Dan Guddat;2007-01-20;mixed;1676
808514;Stefanie Oertel;2007-01-20;doubles;1670
808514;Stefanie Oertel;2007-01-20;mixed;1700
808845;Lilian Malanowsky;2007-01-20;singles;1539
808845;Lilian Malanowsky;2007-01-20;doubles;1582
808884;Tobias Schultze;2007-01-20;singles;1657
808884;Tobias Schultze;2007-01-20;doubles;1529
809363;Andrea Paul;2007-01-20;doubles;1549
809363;Andrea Paul;2007-01-20;mixed;1551
809585;Ronny Pabst;2007-01-20;singles;1514
809585;Ronny Pabst;2007-01-20;doubles;1608
810233;Sascha Bulik;2007-01-20;singles;1525
810233;Sascha Bulik;2007-01-20;doubles;1403
810449;Alexander Nachtigall;2007-01-20;singles;2066
810449;Alexander Nachtigall;2007-01-20;doubles;2008
810817;Andreas Ziese;2007-01-20;doubles;1584
810817;Andreas Ziese;2007-01-20;mixed;1699
807743;Martin Braun;2007-01-21;singles;1570
807743;Martin Braun;2007-01-21;doubles;1435
810156;Andreas Karos;2007-01-21;singles;1453
810156;Andreas Karos;2007-01-21;doubles;1507
806276;Anika Götze;2007-01-27;doubles;1740
806276;Anika Götze;2007-01-27;mixed;1584
806311;Thilo Gottschlag;2007-01-27;doubles;1795
806311;Thilo Gottschlag;2007-01-27;mixed;1952
806314;Gert Schulz;2007-01-27;doubles;1522
806314;Gert Schulz;2007-01-27;mixed;1545
807523;Dan Guddat;2007-01-27;singles;1567
807523;Dan Guddat;2007-01-27;doubles;1579
807743;Martin Braun;2007-01-27;singles;1562
807743;Martin Braun;2007-01-27;doubles;1443
808514;Stefanie Oertel;2007-01-27;doubles;1676
808514;Stefanie Oertel;2007-01-27;mixed;1707
808845;Lilian Malanowsky;2007-01-27;singles;1545
808845;Lilian Malanowsky;2007-01-27;doubles;1588
809585;Ronny Pabst;2007-01-27;doubles;1616
810156;Andreas Karos;2007-01-27;singles;1459
810156;Andreas Karos;2007-01-27;doubles;1515
810233;Sascha Bulik;2007-01-27;singles;1535
810233;Sascha Bulik;2007-01-27;doubles;1415
810817;Andreas Ziese;2007-01-27;doubles;1596
810817;Andreas Ziese;2007-01-27;mixed;1706
806299;Andreas Knauf;2007-01-28;singles;1914
806299;Andreas Knauf;2007-01-28;doubles;1933
806304;Gabriela Knauf;2007-01-28;doubles;1921
806304;Gabriela Knauf;2007-01-28;mixed;1982
806311;Thilo Gottschlag;2007-01-28;doubles;1782
806311;Thilo Gottschlag;2007-01-28;mixed;1937
806316;Rainer Schütz;2007-01-28;doubles;1825
806316;Rainer Schütz;2007-01-28;mixed;1729
807523;Dan Guddat;2007-01-28;singles;1556
807523;Dan Guddat;2007-01-28;doubles;1570
808514;Stefanie Oertel;2007-01-28;doubles;1687
808845;Lilian Malanowsky;2007-01-28;singles;1550
809384;Susanne Schiller;2007-01-28;doubles;1510
809585;Ronny Pabst;2007-01-28;doubles;1623
810233;Sascha Bulik;2007-01-28;doubles;1421
810449;Alexander Nachtigall;2007-01-28;singles;2071
810449;Alexander Nachtigall;2007-01-28;doubles;2017
810817;Andreas Ziese;2007-01-28;singles;1702
810817;Andreas Ziese;2007-01-28;doubles;1602
809363;Andrea Paul;2007-02-02;doubles;1534
809363;Andrea Paul;2007-02-02;mixed;1537
806311;Thilo Gottschlag;2007-03-03;doubles;1778
806311;Thilo Gottschlag;2007-03-03;mixed;1948
807523;Dan Guddat;2007-03-03;singles;1570
807523;Dan Guddat;2007-03-03;doubles;1566
809384;Susanne Schiller;2007-03-03;mixed;1463
809585;Ronny Pabst;2007-03-03;doubles;1612
810233;Sascha Bulik;2007-03-03;singles;1538
810233;Sascha Bulik;2007-03-03;doubles;1417
810817;Andreas Ziese;2007-03-03;singles;1694
810817;Andreas Ziese;2007-03-03;mixed;1717
806276;Anika Götze;2007-09-22;doubles;1745
806276;Anika Götze;2007-09-22;mixed;1593
806310;Heinz Fraulob;2007-09-22;singles;1483
806310;Heinz Fraulob;2007-09-22;doubles;1549
806311;Thilo Gottschlag;2007-09-22;doubles;1787
806311;Thilo Gottschlag;2007-09-22;mixed;1966
806314;Gert Schulz;2007-09-22;singles;1487
806314;Gert Schulz;2007-09-22;doubles;1531
807523;Dan Guddat;2007-09-22;doubles;1577
807523;Dan Guddat;2007-09-22;mixed;1685
807743;Martin Braun;2007-09-22;singles;1568
807743;Martin Braun;2007-09-22;doubles;1459
808514;Stefanie Oertel;2007-09-22;doubles;1661
808514;Stefanie Oertel;2007-09-22;mixed;1712
808845;Lilian Malanowsky;2007-09-22;singles;1546
808845;Lilian Malanowsky;2007-09-22;doubles;1562
808884;Tobias Schultze;2007-09-22;singles;1667
808884;Tobias Schultze;2007-09-22;doubles;1517
809384;Susanne Schiller;2007-09-22;mixed;1481
809585;Ronny Pabst;2007-09-22;singles;1523
809585;Ronny Pabst;2007-09-22;doubles;1625
810156;Andreas Karos;2007-09-22;singles;1466
810156;Andreas Karos;2007-09-22;doubles;1531
810233;Sascha Bulik;2007-09-22;singles;1544
810233;Sascha Bulik;2007-09-22;doubles;1423
810817;Andreas Ziese;2007-09-22;doubles;1608
810817;Andreas Ziese;2007-09-22;mixed;1722
809585;Ronny Pabst;2007-09-23;singles;1528
809585;Ronny Pabst;2007-09-23;doubles;1630
810233;Sascha Bulik;2007-09-23;singles;1551
810233;Sascha Bulik;2007-09-23;doubles;1432
806276;Anika Götze;2007-09-28;doubles;1755
806276;Anika Götze;2007-09-28;mixed;1606
807523;Dan Guddat;2007-09-28;doubles;1574
807523;Dan Guddat;2007-09-28;mixed;1691
808514;Stefanie Oertel;2007-09-28;doubles;1655
808514;Stefanie Oertel;2007-09-28;mixed;1718
808845;Lilian Malanowsky;2007-09-28;singles;1542
808845;Lilian Malanowsky;2007-09-28;doubles;1556
808884;Tobias Schultze;2007-09-28;singles;1676
808884;Tobias Schultze;2007-09-28;doubles;1529
810156;Andreas Karos;2007-09-28;singles;1463
810156;Andreas Karos;2007-09-28;doubles;1528
810233;Sascha Bulik;2007-09-28;singles;1543
810233;Sascha Bulik;2007-09-28;doubles;1428
810817;Andreas Ziese;2007-09-28;singles;1689
810817;Andreas Ziese;2007-09-28;doubles;1604
806299;Andreas Knauf;2007-09-29;singles;1901
806299;Andreas Knauf;2007-09-29;doubles;1938
806304;Gabriela Knauf;2007-09-29;doubles;1914
806304;Gabriela Knauf;2007-09-29;mixed;1997
806310;Heinz Fraulob;2007-09-29;singles;1475
806310;Heinz Fraulob;2007-09-29;doubles;1539
806314;Gert Schulz;2007-09-29;doubles;1521
806314;Gert Schulz;2007-09-29;mixed;1537
806316;Rainer Schütz;2007-09-29;doubles;1835
806316;Rainer Schütz;2007-09-29;mixed;1744
809363;Andrea Paul;2007-09-29;doubles;1543
809363;Andrea Paul;2007-09-29;mixed;1529
809384;Susanne Schiller;2007-09-29;singles;1519
809384;Susanne Schiller;2007-09-29;doubles;1519
810449;Alexander Nachtigall;2007-09-29;singles;2077
810449;Alexander Nachtigall;2007-09-29;doubles;2027
807523;Dan Guddat;2007-09-30;doubles;1567
807523;Dan Guddat;2007-09-30;mixed;1698
807743;Martin Braun;2007-09-30;singles;1563
807743;Martin Braun;2007-09-30;doubles;1457
808514;Stefanie Oertel;2007-09-30;doubles;1666
808514;Stefanie Oertel;2007-09-30;mixed;1725
808845;Lilian Malanowsky;2007-09-30;singles;1535
808845;Lilian Malanowsky;2007-09-30;doubles;1567
810156;Andreas Karos;2007-09-30;singles;1460
810156;Andreas Karos;2007-09-30;doubles;1526
810817;Andreas Ziese;2007-09-30;singles;1695
810817;Andreas Ziese;2007-09-30;doubles;1597
806310;Heinz Fraulob;2007-10-01;singles;1462
806310;Heinz Fraulob;2007-10-01;doubles;1556
806311;Thilo Gottschlag;2007-10-01;doubles;1795
806311;Thilo Gottschlag;2007-10-01;mixed;1971
806314;Gert Schulz;2007-10-01;singles;1483
806314;Gert Schulz;2007-10-01;doubles;1529
809363;Andrea Paul;2007-10-01;mixed;1534
806276;Anika Götze;2007-10-06;mixed;1618
807523;Dan Guddat;2007-10-06;doubles;1563
807523;Dan Guddat;2007-10-06;mixed;1703
807743;Martin Braun;2007-10-06;singles;1561
807743;Martin Braun;2007-10-06;doubles;1450
808514;Stefanie Oertel;2007-10-06;doubles;1660
808514;Stefanie Oertel;2007-10-06;mixed;1730
808884;Tobias Schultze;2007-10-06;singles;1687
808884;Tobias Schultze;2007-10-06;doubles;1544
809384;Susanne Schiller;2007-10-06;singles;1515
809384;Susanne Schiller;2007-10-06;doubles;1513
809585;Ronny Pabst;2007-10-06;doubles;1641
809585;Ronny Pabst;2007-10-06;mixed;1635
810233;Sascha Bulik;2007-10-06;singles;1531
810233;Sascha Bulik;2007-10-06;doubles;1421
810817;Andreas Ziese;2007-10-06;singles;1702
810817;Andreas Ziese;2007-10-06;doubles;1593
806276;Anika Götze;2007-10-07;doubles;1764
806276;Anika Götze;2007-10-07;mixed;1629
806299;Andreas Knauf;2007-10-07;singles;1917
806299;Andreas Knauf;2007-10-07;doubles;1944
806304;Gabriela Knauf;2007-10-07;doubles;1905
806304;Gabriela Knauf;2007-10-07;mixed;1983
806316;Rainer Schütz;2007-10-07;doubles;1843
806316;Rainer Schütz;2007-10-07;mixed;1730
807523;Dan Guddat;2007-10-07;doubles;1556
807523;Dan Guddat;2007-10-07;mixed;1714
808514;Stefanie Oertel;2007-10-07;singles;1552
808514;Stefanie Oertel;2007-10-07;doubles;1651
808884;Tobias Schultze;2007-10-07;singles;1693
808884;Tobias Schultze;2007-10-07;doubles;1557
809585;Ronny Pabst;2007-10-07;singles;1532
809585;Ronny Pabst;2007-10-07;doubles;1648
810233;Sascha Bulik;2007-10-07;singles;1541
810233;Sascha Bulik;2007-10-07;doubles;1414
810449;Alexander Nachtigall;2007-10-07;singles;2080
810449;Alexander Nachtigall;2007-10-07;doubles;2035
806299;Andreas Knauf;2007-10-21;doubles;1955
806304;Gabriela Knauf;2007-10-21;doubles;1909
806304;Gabriela Knauf;2007-10-21;mixed;1989
806316;Rainer Schütz;2007-10-21;doubles;1836
806316;Rainer Schütz;2007-10-21;mixed;1736
810449;Alexander Nachtigall;2007-10-21;singles;2068
810449;Alexander Nachtigall;2007-10-21;doubles;2028
809585;Ronny Pabst;2007-10-25;singles;1540
809585;Ronny Pabst;2007-10-25;doubles;1655
806276;Anika Götze;2007-10-27;doubles;1758
806276;Anika Götze;2007-10-27;mixed;1613
806304;Gabriela Knauf;2007-10-27;mixed;1977
806310;Heinz Fraulob;2007-10-27;singles;1463
806310;Heinz Fraulob;2007-10-27;doubles;1544
806311;Thilo Gottschlag;2007-10-27;doubles;1802
806311;Thilo Gottschlag;2007-10-27;mixed;1981
806314;Gert Schulz;2007-10-27;singles;1491
806314;Gert Schulz;2007-10-27;doubles;1536
806316;Rainer Schütz;2007-10-27;doubles;1823
806316;Rainer Schütz;2007-10-27;mixed;1724
806323;Dennis Doer;2007-10-27;doubles;1821
806323;Dennis Doer;2007-10-27;mixed;1963
808884;Tobias Schultze;2007-10-27;singles;1701
808884;Tobias Schultze;2007-10-27;doubles;1565
809363;Andrea Paul;2007-10-27;doubles;1551
809363;Andrea Paul;2007-10-27;mixed;1544
809384;Susanne Schiller;2007-10-27;singles;1528
