athlete_id;athlete_name;created_at;discipline;skill_mean;skill_std
806311;Thilo Gottschlag;2004-01-24;mixed;35.7827;4.13646
806314;Gert Schulz;2004-01-24;singles;23.3597;2.61883
806314;Gert Schulz;2004-01-24;doubles;26.3576;3.53367
806276;Anika Götze;2004-01-25;singles;17.5326;2.8424
806276;Anika Götze;2004-01-25;doubles;30.8755;3.46645
806396;Anja Götze;2004-01-25;doubles;29.873;3.55243
806396;Anja Götze;2004-01-25;mixed;35.9848;3.90515
807743;Martin Braun;2004-01-25;singles;28.4199;3.09055
807743;Martin Braun;2004-01-25;doubles;21.1128;4.38918
808514;Stefanie Oertel;2004-01-25;doubles;21.0585;3.61232
808514;Stefanie Oertel;2004-01-25;mixed;30.6826;3.79399
808577;Gerd Kanikowski;2004-01-25;singles;37.8698;2.79483
808577;Gerd Kanikowski;2004-01-25;doubles;21.5741;3.76746
808845;Lilian Malanowsky;2004-01-25;singles;15.1679;3.96498
808845;Lilian Malanowsky;2004-01-25;doubles;26.4405;4.87863
808884;Tobias Schultze;2004-01-25;singles;36.1943;4.19742
808884;Tobias Schultze;2004-01-25;doubles;20.124;4.72706
809585;Ronny Pabst;2004-01-25;doubles;30.3082;4.5432
809585;Ronny Pabst;2004-01-25;mixed;34.9668;5.08863
810156;Andreas Karos;2004-01-25;doubles;26.1267;5.10865
810156;Andreas Karos;2004-01-25;mixed;27.1878;7.63193
810233;Sascha Bulik;2004-01-25;singles;27.3004;7.19765
810233;Sascha Bulik;2004-01-25;doubles;21.3437;7.33034
806310;Heinz Fraulob;2004-02-12;doubles;21.3122;3.61129
806310;Heinz Fraulob;2004-02-12;mixed;27.645;4.92779
807743;Martin Braun;2004-02-12;singles;27.7871;2.9487
807743;Martin Braun;2004-02-12;doubles;20.0857;4.2039
808514;Stefanie Oertel;2004-02-12;doubles;20.8676;3.57024
808514;Stefanie Oertel;2004-02-12;mixed;30.3106;3.72896
808577;Gerd Kanikowski;2004-02-12;singles;37.9041;2.78004
808577;Gerd Kanikowski;2004-02-12;doubles;20.8172;3.65136
809384;Susanne Schiller;2004-02-12;singles;19.1004;2.55357
809384;Susanne Schiller;2004-02-12;doubles;22.8639;4.03453
810156;Andreas Karos;2004-02-12;singles;23.5064;3.17494
810156;Andreas Karos;2004-02-12;doubles;24.6664;4.81028
806299;Andreas Knauf;2004-02-13;singles;30.0087;5.66462
806299;Andreas Knauf;2004-02-13;doubles;36.4488;6.21921
806314;Gert Schulz;2004-02-13;doubles;26.2518;3.5044
806314;Gert Schulz;2004-02-13;mixed;34.2147;4.93167
808577;Gerd Kanikowski;2004-02-13;singles;35.8103;2.59563
808577;Gerd Kanikowski;2004-02-13;doubles;20.7042;3.61893
806310;Heinz Fraulob;2004-02-14;doubles;22.7043;3.48489
806310;Heinz Fraulob;2004-02-14;mixed;26.1357;4.7556
808514;Stefanie Oertel;2004-02-14;doubles;21.6194;3.48398
808514;Stefanie Oertel;2004-02-14;mixed;29.3931;3.63642
808577;Gerd Kanikowski;2004-02-14;singles;36.4316;2.48665
808577;Gerd Kanikowski;2004-02-14;doubles;20.5891;3.59137
808845;Lilian Malanowsky;2004-02-14;singles;16.4701;3.72134
808845;Lilian Malanowsky;2004-02-14;doubles;27.8439;4.65436
808884;Tobias Schultze;2004-02-14;singles;36.5195;4.04789
808884;Tobias Schultze;2004-02-14;doubles;21.456;4.49893
809384;Susanne Schiller;2004-02-14;singles;18.8412;2.49885
809384;Susanne Schiller;2004-02-14;doubles;22.3284;3.93058
810156;Andreas Karos;2004-02-14;singles;23.4432;3.1462
810156;Andreas Karos;2004-02-14;doubles;27.1358;4.50574
810233;Sascha Bulik;2004-02-14;singles;28.9229;6.54715
810233;Sascha Bulik;2004-02-14;doubles;23.4107;6.72637
806396;Anja Götze;2004-02-15;doubles;29.1419;3.4629
806396;Anja Götze;2004-02-15;mixed;36.6222;3.80708
806276;Anika Götze;2004-02-21;singles;17.1792;2.76002
806276;Anika Götze;2004-02-21;doubles;31.4999;3.37766
806299;Andreas Knauf;2004-02-21;singles;32.2551;4.90931
806299;Andreas Knauf;2004-02-21;doubles;37.1313;5.96632
806310;Heinz Fraulob;2004-02-21;doubles;23.9879;3.37824
806310;Heinz Fraulob;2004-02-21;mixed;26.5912;4.62288
806311;Thilo Gottschlag;2004-02-21;doubles;27.0414;3.58864
806311;Thilo Gottschlag;2004-02-21;mixed;35.9584;4.09219
806314;Gert Schulz;2004-02-21;singles;23.922;2.52183
806314;Gert Schulz;2004-02-21;doubles;25.6599;3.41622
806396;Anja Götze;2004-02-21;doubles;29.7651;3.37438
806396;Anja Götze;2004-02-21;mixed;36.9141;3.73986
807743;Martin Braun;2004-02-21;singles;28.635;2.78565
807743;Martin Braun;2004-02-21;doubles;22.0619;4.01473
808577;Gerd Kanikowski;2004-02-21;singles;36.7159;2.42254
808577;Gerd Kanikowski;2004-02-21;doubles;21.9523;3.4744
808845;Lilian Malanowsky;2004-02-21;singles;17.4849;3.50013
808845;Lilian Malanowsky;2004-02-21;doubles;25.4055;4.38207
808884;Tobias Schultze;2004-02-21;singles;36.6175;3.99182
808884;Tobias Schultze;2004-02-21;doubles;22.2276;4.34621
809384;Susanne Schiller;2004-02-21;doubles;20.5892;3.76843
809384;Susanne Schiller;2004-02-21;mixed;23.2955;7.76384
810233;Sascha Bulik;2004-02-21;singles;25.4161;5.57118
810233;Sascha Bulik;2004-02-21;doubles;28.4689;5.91784
810233;Sascha Bulik;2004-02-21;doubles;29.8039;5.56455
806276;Anika Götze;2004-02-22;singles;16.8242;2.67056
806276;Anika Götze;2004-02-22;doubles;29.8887;3.25149
806323;Dennis Doer;2004-02-22;doubles;29.9254;3.33335
806396;Anja Götze;2004-02-22;doubles;28.157;3.24859
806396;Anja Götze;2004-02-22;mixed;36.3262;3.65446
808845;Lilian Malanowsky;2004-02-23;singles;18.7998;3.25414
810233;Sascha Bulik;2004-02-23;singles;28.4891;4.70491
806311;Thilo Gottschlag;2004-09-18;doubles;28.4436;3.45847
806311;Thilo Gottschlag;2004-09-18;mixed;36.7828;4.00387
808884;Tobias Schultze;2004-09-18;singles;32.3948;3.53848
808884;Tobias Schultze;2004-09-18;doubles;24.284;4.11202
806276;Anika Götze;2004-09-19;doubles;29.2949;3.17978
806276;Anika Götze;2004-09-19;mixed;30.8052;7.1363
806311;Thilo Gottschlag;2004-09-19;doubles;30.2374;3.32889
806311;Thilo Gottschlag;2004-09-19;mixed;37.2244;3.92161
809363;Andrea Paul;2004-09-19;singles;19.0565;5.08998
809363;Andrea Paul;2004-09-19;doubles;26.971;6.17917
810156;Andreas Karos;2004-09-19;singles;23.2831;3.08695
810156;Andreas Karos;2004-09-19;doubles;30.1797;4.21378
806276;Anika Götze;2004-09-20;singles;16.5688;2.60734
806276;Anika Götze;2004-09-20;doubles;28.9556;3.12245
806310;Heinz Fraulob;2004-09-20;doubles;23.5364;3.3015
806310;Heinz Fraulob;2004-09-20;mixed;23.9365;4.36969
806396;Anja Götze;2004-09-20;doubles;27.8029;3.18734
806396;Anja Götze;2004-09-20;mixed;34.6669;3.53127
807743;Martin Braun;2004-09-20;singles;27.3017;2.61555
807743;Martin Braun;2004-09-20;doubles;21.4243;3.88447
808514;Stefanie Oertel;2004-09-24;doubles;21.3266;3.44203
808514;Stefanie Oertel;2004-09-24;mixed;30.2302;3.56023
808845;Lilian Malanowsky;2004-09-24;singles;18.7537;3.2341
808845;Lilian Malanowsky;2004-09-24;doubles;24.9423;4.29713
808884;Tobias Schultze;2004-09-24;singles;31.1183;3.26622
808884;Tobias Schultze;2004-09-24;doubles;23.7637;3.9916
810233;Sascha Bulik;2004-09-24;doubles;28.0643;5.2829
806323;Dennis Doer;2004-09-25;doubles;29.275;3.24315
806323;Dennis Doer;2004-09-25;mixed;33.205;3.74381
806323;Dennis Doer;2004-09-26;doubles;30.2089;3.13872
806323;Dennis Doer;2004-09-26;mixed;34.5687;3.59475
808845;Lilian Malanowsky;2004-09-26;doubles;25.4298;4.19728
809384;Susanne Schiller;2004-09-26;singles;19.7612;2.3964
809384;Susanne Schiller;2004-09-26;doubles;20.9641;3.70164
809585;Ronny Pabst;2004-09-26;singles;16.2071;5.72119
809585;Ronny Pabst;2004-09-26;doubles;28.658;4.28274
810233;Sascha Bulik;2004-09-26;singles;29.1049;4.44218
810233;Sascha Bulik;2004-09-26;doubles;27.2022;5.06218
809363;Andrea Paul;2004-10-01;singles;17.7562;4.61956
809363;Andrea Paul;2004-10-01;doubles;29.0898;5.7003
806276;Anika Götze;2004-10-23;doubles;29.631;3.0415
806276;Anika Götze;2004-10-23;mixed;26.8797;6.32515
806310;Heinz Fraulob;2004-10-23;doubles;22.8115;3.20713
806310;Heinz Fraulob;2004-10-23;mixed;22.4644;4.191
806311;Thilo Gottschlag;2004-10-23;doubles;30.6865;3.2548
806311;Thilo Gottschlag;2004-10-23;mixed;34.2973;3.7423
806314;Gert Schulz;2004-10-23;singles;23.7506;2.47654
806314;Gert Schulz;2004-10-23;doubles;26.1328;3.33599
807743;Martin Braun;2004-10-23;singles;25.4486;2.46951
807743;Martin Braun;2004-10-23;doubles;20.6901;3.75478
808577;Gerd Kanikowski;2004-10-23;singles;35.3156;2.29177
808577;Gerd Kanikowski;2004-10-23;doubles;21.3649;3.38227
808884;Tobias Schultze;2004-10-23;singles;28.4778;2.96049
808884;Tobias Schultze;2004-10-23;doubles;22.7044;3.82272
809363;Andrea Paul;2004-10-23;doubles;29.3251;5.5979
809363;Andrea Paul;2004-10-23;mixed;26.8777;6.56167
806276;Anika Götze;2004-10-24;mixed;29.8771;5.89034
808514;Stefanie Oertel;2004-10-24;doubles;21.1297;3.40798
808514;Stefanie Oertel;2004-10-24;mixed;31.3097;3.4712
808845;Lilian Malanowsky;2004-10-24;singles;20.6991;3.03168
808845;Lilian Malanowsky;2004-10-24;doubles;25.1371;4.1344
808884;Tobias Schultze;2004-10-24;singles;29.7626;2.78913
808884;Tobias Schultze;2004-10-24;doubles;22.6705;3.81111
810233;Sascha Bulik;2004-10-24;singles;27.7968;4.0571
810233;Sascha Bulik;2004-10-24;doubles;26.1203;4.85305
806323;Dennis Doer;2004-10-26;doubles;29.9734;3.09675
806323;Dennis Doer;2004-10-26;mixed;33.4534;3.47832
806311;Thilo Gottschlag;2004-10-29;doubles;31.163;3.18744
806311;Thilo Gottschlag;2004-10-29;mixed;34.4838;3.70491
806314;Gert Schulz;2004-10-29;singles;23.3983;2.40666
806314;Gert Schulz;2004-10-29;doubles;26.6334;3.26332
806276;Anika Götze;2004-10-30;singles;16.4019;2.5609
806276;Anika Götze;2004-10-30;doubles;29.9113;2.99675
806310;Heinz Fraulob;2004-10-30;doubles;21.7232;3.13338
806310;Heinz Fraulob;2004-10-30;mixed;21.68;4.05986
806311;Thilo Gottschlag;2004-10-30;doubles;30.6867;3.1172
806311;Thilo Gottschlag;2004-10-30;mixed;32.6543;3.57805
806314;Gert Schulz;2004-10-30;singles;22.9035;2.34059
806314;Gert Schulz;2004-10-30;doubles;26.1341;3.1878
806396;Anja Götze;2004-10-30;doubles;28.1106;3.13558
806396;Anja Götze;2004-10-30;mixed;34.11;3.45365
807743;Martin Braun;2004-10-30;singles;25.1187;2.40415
807743;Martin Braun;2004-10-30;doubles;20.6748;3.74878
808577;Gerd Kanikowski;2004-10-30;singles;33.7904;2.17165
808577;Gerd Kanikowski;2004-10-30;singles;33.8804;2.15234
808577;Gerd Kanikowski;2004-10-30;doubles;21.3162;3.36647
808577;Gerd Kanikowski;2004-10-30;doubles;21.3039;3.36251
808845;Lilian Malanowsky;2004-10-30;doubles;26.1943;3.97587
808845;Lilian Malanowsky;2004-10-30;mixed;23.6033;7.87965
808884;Tobias Schultze;2004-10-30;singles;30.0743;2.70531
808884;Tobias Schultze;2004-10-30;doubles;23.6189;3.68472
809384;Susanne Schiller;2004-10-30;singles;21.3736;2.27477
809384;Susanne Schiller;2004-10-30;doubles;21.8117;3.58863
809585;Ronny Pabst;2004-10-30;singles;15.5948;5.42969
809585;Ronny Pabst;2004-10-30;doubles;26.7178;4.10374
810233;Sascha Bulik;2004-10-30;singles;29.0915;3.72086
810233;Sascha Bulik;2004-10-30;doubles;24.8639;4.60864
806276;Anika Götze;2004-10-31;singles;16.3913;2.55768
806276;Anika Götze;2004-10-31;doubles;30.8478;2.92073
806310;Heinz Fraulob;2004-10-31;doubles;22.598;3.04741
806310;Heinz Fraulob;2004-10-31;mixed;20.5906;3.9093
806323;Dennis Doer;2004-10-31;doubles;29.4816;3.02298
806323;Dennis Doer;2004-10-31;mixed;34.1454;3.39665
806396;Anja Götze;2004-10-31;doubles;29.1359;3.04817
806396;Anja Götze;2004-10-31;mixed;33.3215;3.36192
808577;Gerd Kanikowski;2004-10-31;singles;34.0359;2.11745
808577;Gerd Kanikowski;2004-10-31;doubles;21.0508;3.31082
809585;Ronny Pabst;2004-10-31;singles;15.3648;5.27995
809585;Ronny Pabst;2004-10-31;doubles;28.2178;3.90701
810233;Sascha Bulik;2004-10-31;singles;27.3275;3.37913
810233;Sascha Bulik;2004-10-31;doubles;24.3887;4.47275
808514;Stefanie Oertel;2004-11-05;doubles;21.1075;3.40078
808514;Stefanie Oertel;2004-11-05;mixed;31.0485;3.42631
808884;Tobias Schultze;2004-11-05;singles;30.7608;2.59102
808884;Tobias Schultze;2004-11-05;doubles;26.2875;3.48597
809384;Susanne Schiller;2004-11-05;singles;22.2064;2.18846
809384;Susanne Schiller;2004-11-05;doubles;21.7871;3.57999
810233;Sascha Bulik;2004-11-05;singles;27.435;3.33062
810233;Sascha Bulik;2004-11-05;doubles;23.9418;4.35269
806276;Anika Götze;2004-11-06;singles;18.3177;2.4464
806276;Anika Götze;2004-11-06;doubles;31.1356;2.88911
806310;Heinz Fraulob;2004-11-06;singles;25.6906;3.54171
806310;Heinz Fraulob;2004-11-06;doubles;23.0193;3.00298
806314;Gert Schulz;2004-11-06;singles;22.0356;2.25178
806314;Gert Schulz;2004-11-06;doubles;24.488;3.07503
806396;Anja Götze;2004-11-06;doubles;29.4492;3.012
806396;Anja Götze;2004-11-06;mixed;33.4874;3.33799
807743;Martin Braun;2004-11-06;singles;26.074;2.28892
807743;Martin Braun;2004-11-06;doubles;20.6151;3.72756
808577;Gerd Kanikowski;2004-11-06;singles;34.1422;2.09795
808577;Gerd Kanikowski;2004-11-06;doubles;21.0042;3.29662
809363;Andrea Paul;2004-11-06;doubles;27.5304;5.27306
809363;Andrea Paul;2004-11-06;mixed;26.6117;6.43583
809585;Ronny Pabst;2004-11-06;doubles;28.9102;3.81143
809585;Ronny Pabst;2004-11-06;doubles;26.5576;3.61622
809585;Ronny Pabst;2004-11-06;mixed;35.3467;5.00238
809585;Ronny Pabst;2004-11-06;mixed;35.5013;4.9473
806323;Dennis Doer;2004-11-07;doubles;29.3928;3.00377
806323;Dennis Doer;2004-11-07;mixed;34.7133;3.32178
806310;Heinz Fraulob;2004-11-12;doubles;22.7343;2.95367
806310;Heinz Fraulob;2004-11-12;mixed;21.4058;3.77375
806396;Anja Götze;2004-11-12;doubles;30.0672;2.93765
806396;Anja Götze;2004-11-12;mixed;34.0818;3.25448
807743;Martin Braun;2004-11-12;singles;25.6789;2.21888
807743;Martin Braun;2004-11-12;doubles;20.176;3.63157
808577;Gerd Kanikowski;2004-11-12;singles;33.2962;2.0153
808577;Gerd Kanikowski;2004-11-12;doubles;20.7713;3.24648
809384;Susanne Schiller;2004-11-12;singles;22.8981;2.10465
809384;Susanne Schiller;2004-11-12;doubles;22.6599;3.45354
810156;Andreas Karos;2004-11-12;singles;22.9201;2.97779
810156;Andreas Karos;2004-11-12;doubles;29.7994;4.1072
806311;Thilo Gottschlag;2004-11-13;doubles;30.3237;3.05644
806311;Thilo Gottschlag;2004-11-13;mixed;34.0572;3.44513
806314;Gert Schulz;2004-11-13;singles;21.6847;2.18876
806314;Gert Schulz;2004-11-13;doubles;24.1348;3.01678
806323;Dennis Doer;2004-11-13;doubles;30.6434;2.9071
806323;Dennis Doer;2004-11-13;mixed;34.9581;3.27931
808845;Lilian Malanowsky;2004-11-13;singles;20.3923;2.93759
808845;Lilian Malanowsky;2004-11-13;doubles;25.8503;3.88774
808884;Tobias Schultze;2004-11-13;singles;30.8733;2.56523
808884;Tobias Schultze;2004-11-13;doubles;27.2576;3.36027
809384;Susanne Schiller;2004-11-13;doubles;22.4003;3.39636
810233;Sascha Bulik;2004-11-13;singles;25.5518;3.04146
806396;Anja Götze;2004-11-14;doubles;29.4876;2.8811
806396;Anja Götze;2004-11-14;mixed;33.4264;3.19349
806323;Dennis Doer;2004-12-04;doubles;30.3569;2.86155
806323;Dennis Doer;2004-12-04;mixed;35.2142;3.2394
806311;Thilo Gottschlag;2004-12-05;doubles;29.1225;2.96452
806311;Thilo Gottschlag;2004-12-05;mixed;34.3187;3.39588
806314;Gert Schulz;2004-12-05;singles;21.356;2.13155
806314;Gert Schulz;2004-12-05;doubles;22.9645;2.92847
806396;Anja Götze;2004-12-05;doubles;28.7827;2.82086
806396;Anja Götze;2004-12-05;mixed;33.2016;3.15458
808514;Stefanie Oertel;2004-12-05;doubles;22.4501;3.29277
808514;Stefanie Oertel;2004-12-05;mixed;31.4809;3.3651
808884;Tobias Schultze;2004-12-05;singles;31.4473;2.47466
808884;Tobias Schultze;2004-12-05;doubles;27.8384;3.27597
809384;Susanne Schiller;2004-12-05;singles;22.6424;2.06098
809384;Susanne Schiller;2004-12-05;doubles;23.7394;3.28879
810156;Andreas Karos;2004-12-05;singles;22.7664;2.92136
810156;Andreas Karos;2004-12-05;doubles;29.1406;3.97264
810233;Sascha Bulik;2004-12-05;singles;24.5354;2.854
810233;Sascha Bulik;2004-12-05;doubles;23.2019;4.192
809363;Andrea Paul;2004-12-09;mixed;27.3023;6.17081
806311;Thilo Gottschlag;2004-12-11;doubles;30.3117;2.87175
806311;Thilo Gottschlag;2004-12-11;mixed;32.835;3.28218
806314;Gert Schulz;2004-12-11;singles;22.7519;2.04251
806314;Gert Schulz;2004-12-11;doubles;24.1251;2.83913
808514;Stefanie Oertel;2004-12-11;doubles;22.5555;3.26849
808514;Stefanie Oertel;2004-12-11;mixed;31.7144;3.32076
808845;Lilian Malanowsky;2004-12-11;singles;19.8332;2.80846
808845;Lilian Malanowsky;2004-12-11;doubles;25.9973;3.84688
808884;Tobias Schultze;2004-12-11;singles;30.9942;2.39085
808884;Tobias Schultze;2004-12-11;doubles;28.8893;3.15856
810233;Sascha Bulik;2004-12-11;singles;24.1993;2.76198
810233;Sascha Bulik;2004-12-11;doubles;22.8866;4.10627
806323;Dennis Doer;2004-12-12;doubles;30.6527;2.81466
806323;Dennis Doer;2004-12-12;mixed;34.8092;3.18017
806276;Anika Götze;2004-12-16;singles;19.5746;2.31389
806276;Anika Götze;2004-12-16;doubles;30.1487;2.80049
806310;Heinz Fraulob;2004-12-16;singles;24.8736;3.32001
806310;Heinz Fraulob;2004-12-16;doubles;22.4738;2.90808
806396;Anja Götze;2004-12-16;doubles;27.8419;2.73855
806396;Anja Götze;2004-12-16;mixed;32.3274;3.0856
807743;Martin Braun;2004-12-16;singles;25.4108;2.16599
807743;Martin Braun;2004-12-16;doubles;20.0728;3.59867
808577;Gerd Kanikowski;2004-12-16;singles;33.4069;1.99049
808577;Gerd Kanikowski;2004-12-16;doubles;20.6888;3.22338
809585;Ronny Pabst;2004-12-16;doubles;26.1673;3.53104
809585;Ronny Pabst;2004-12-16;mixed;33.352;4.67323
806311;Thilo Gottschlag;2004-12-18;doubles;30.8385;2.80438
806311;Thilo Gottschlag;2004-12-18;mixed;33.1021;3.22833
806314;Gert Schulz;2004-12-18;singles;22.3667;1.98674
806314;Gert Schulz;2004-12-18;doubles;24.6399;2.77411
808514;Stefanie Oertel;2004-12-18;mixed;31.5079;3.28042
808884;Tobias Schultze;2004-12-18;singles;31.607;2.30135
808884;Tobias Schultze;2004-12-18;doubles;28.714;3.12342
806314;Gert Schulz;2005-01-08;singles;22.1095;1.94398
806314;Gert Schulz;2005-01-08;doubles;24.6353;2.77358
806396;Anja Götze;2005-01-08;mixed;32.796;3.02746
807743;Martin Braun;2005-01-08;singles;25.2544;2.13218
807743;Martin Braun;2005-01-08;doubles;19.8827;3.55217
808577;Gerd Kanikowski;2005-01-08;singles;33.6619;1.95157
809384;Susanne Schiller;2005-01-08;singles;22.4018;2.01872
809384;Susanne Schiller;2005-01-08;doubles;23.3456;3.24533
809585;Ronny Pabst;2005-01-08;doubles;25.9843;3.4872
809585;Ronny Pabst;2005-01-08;mixed;34.4264;4.46554
810233;Sascha Bulik;2005-01-08;singles;24.9345;2.63671
810233;Sascha Bulik;2005-01-08;doubles;23.9781;3.93504
806396;Anja Götze;2005-01-15;doubles;27.6984;2.71414
806396;Anja Götze;2005-01-15;mixed;32.8373;3.01846
807743;Martin Braun;2005-01-15;singles;24.7694;2.06403
807743;Martin Braun;2005-01-15;doubles;18.6945;3.41492
808577;Gerd Kanikowski;2005-01-15;singles;33.6902;1.94471
808577;Gerd Kanikowski;2005-01-15;doubles;22.4361;3.09793
808845;Lilian Malanowsky;2005-01-15;singles;19.8001;2.79617
808845;Lilian Malanowsky;2005-01-15;doubles;25.7142;3.77633
809585;Ronny Pabst;2005-01-15;doubles;24.8392;3.3575
809585;Ronny Pabst;2005-01-15;mixed;34.5162;4.43369
810156;Andreas Karos;2005-01-15;singles;22.6349;2.87508
810156;Andreas Karos;2005-01-15;doubles;31.7939;3.73418
806276;Anika Götze;2005-01-16;singles;19.9247;2.26342
806276;Anika Götze;2005-01-16;doubles;30.3835;2.76464
806396;Anja Götze;2005-01-16;doubles;27.9189;2.68167
806396;Anja Götze;2005-01-16;mixed;33.4005;2.95443
807743;Martin Braun;2005-01-16;singles;24.3543;2.00561
807743;Martin Braun;2005-01-16;doubles;18.1973;3.3266
808514;Stefanie Oertel;2005-01-16;doubles;23.8309;3.14651
808514;Stefanie Oertel;2005-01-16;mixed;32.3146;3.20554
808577;Gerd Kanikowski;2005-01-16;singles;33.7059;1.94123
808577;Gerd Kanikowski;2005-01-16;doubles;22.8568;3.05221
808884;Tobias Schultze;2005-01-16;singles;30.4641;2.19489
808884;Tobias Schultze;2005-01-16;doubles;28.9216;3.08472
809384;Susanne Schiller;2005-01-16;singles;22.1201;1.97295
809384;Susanne Schiller;2005-01-16;doubles;24.6029;3.12598
809585;Ronny Pabst;2005-01-16;doubles;24.3586;3.27366
809585;Ronny Pabst;2005-01-16;mixed;35.7309;4.22534
810156;Andreas Karos;2005-01-16;singles;23.3723;2.80315
810156;Andreas Karos;2005-01-16;doubles;32.405;3.65282
810233;Sascha Bulik;2005-01-16;singles;24.194;2.52965
810233;Sascha Bulik;2005-01-16;doubles;23.7175;3.86442
806276;Anika Götze;2005-02-05;singles;20.7525;2.16563
806276;Anika Götze;2005-02-05;doubles;30.683;2.71726
806310;Heinz Fraulob;2005-02-05;doubles;22.3926;2.88786
806310;Heinz Fraulob;2005-02-05;mixed;22.4696;3.61985
806311;Thilo Gottschlag;2005-02-05;doubles;29.8253;2.72227
806311;Thilo Gottschlag;2005-02-05;mixed;33.1306;3.2197
806314;Gert Schulz;2005-02-05;singles;21.9721;1.91748
806314;Gert Schulz;2005-02-05;doubles;23.6443;2.69423
806396;Anja Götze;2005-02-05;doubles;28.2008;2.63859
806396;Anja Götze;2005-02-05;mixed;34.0527;2.88189
807743;Martin Braun;2005-02-05;singles;24.1782;1.97121
807743;Martin Braun;2005-02-05;doubles;18.0911;3.29556
808514;Stefanie Oertel;2005-02-05;doubles;25.8023;3.03195
808514;Stefanie Oertel;2005-02-05;mixed;33.6707;3.1147
808577;Gerd Kanikowski;2005-02-05;singles;33.9824;1.89848
808577;Gerd Kanikowski;2005-02-05;doubles;23.001;3.02042
808845;Lilian Malanowsky;2005-02-05;singles;21.2588;2.63251
808845;Lilian Malanowsky;2005-02-05;doubles;28.5533;3.57566
808884;Tobias Schultze;2005-02-05;singles;31.2154;2.10686
808884;Tobias Schultze;2005-02-05;doubles;29.3217;3.01699
810156;Andreas Karos;2005-02-05;singles;22.3902;2.64835
810156;Andreas Karos;2005-02-05;doubles;32.6116;3.59721
810233;Sascha Bulik;2005-02-05;doubles;23.5387;3.81112
806323;Dennis Doer;2005-02-06;doubles;31.1693;2.75302
806323;Dennis Doer;2005-02-06;mixed;35.632;3.08385
806311;Thilo Gottschlag;2005-02-26;doubles;28.8361;2.64283
806311;Thilo Gottschlag;2005-02-26;mixed;32.8714;3.17768
806314;Gert Schulz;2005-02-26;doubles;22.6753;2.61729
806323;Dennis Doer;2005-02-26;doubles;31.0058;2.72627
806323;Dennis Doer;2005-02-26;mixed;36.2305;3.02766
808514;Stefanie Oertel;2005-02-26;doubles;26.8053;2.93649
808514;Stefanie Oertel;2005-02-26;mixed;32.7252;3.04579
808845;Lilian Malanowsky;2005-02-26;singles;20.8634;2.54247
808845;Lilian Malanowsky;2005-02-26;doubles;29.9479;3.4172
808884;Tobias Schultze;2005-02-26;singles;30.8257;2.06136
808884;Tobias Schultze;2005-02-26;doubles;28.674;2.95703
810233;Sascha Bulik;2005-02-26;singles;24.6628;2.43985
810233;Sascha Bulik;2005-02-26;doubles;22.5055;3.68814
806276;Anika Götze;2005-02-27;singles;20.2916;2.10471
806276;Anika Götze;2005-02-27;doubles;30.7789;2.69913
806310;Heinz Fraulob;2005-02-27;doubles;22.2421;2.85827
806310;Heinz Fraulob;2005-02-27;mixed;23.0245;3.53075
806323;Dennis Doer;2005-02-27;doubles;31.9726;2.65085
806323;Dennis Doer;2005-02-27;mixed;35.3851;2.95375
806396;Anja Götze;2005-02-27;doubles;28.2912;2.62214
806396;Anja Götze;2005-02-27;mixed;34.4046;2.83784
807743;Martin Braun;2005-02-27;singles;23.9066;1.92854
807743;Martin Braun;2005-02-27;doubles;17.8951;3.25079
808577;Gerd Kanikowski;2005-02-27;singles;34.083;1.87748
808577;Gerd Kanikowski;2005-02-27;doubles;23.4464;2.95588
810156;Andreas Karos;2005-02-27;singles;22.0543;2.56865
810156;Andreas Karos;2005-02-27;doubles;33.2432;3.48673
806276;Anika Götze;2005-09-17;singles;20.2208;2.08979
806276;Anika Götze;2005-09-17;doubles;30.4496;2.65269
806299;Andreas Knauf;2005-09-17;singles;34.6179;4.28253
806299;Andreas Knauf;2005-09-17;doubles;39.2101;5.51074
806304;Gabriela Knauf;2005-09-17;doubles;22.9228;7.71095
806304;Gabriela Knauf;2005-09-17;mixed;23.096;7.81325
806311;Thilo Gottschlag;2005-09-17;doubles;29.2568;2.5918
806311;Thilo Gottschlag;2005-09-17;mixed;33.5387;3.0896
806314;Gert Schulz;2005-09-17;doubles;23.3187;2.55757
806314;Gert Schulz;2005-09-17;mixed;30.819;4.57961
806316;Rainer Schütz;2005-09-17;singles;31.1674;2.64343
806316;Rainer Schütz;2005-09-17;doubles;28.6559;4.46702
806396;Anja Götze;2005-09-17;doubles;27.9804;2.57972
806396;Anja Götze;2005-09-17;mixed;33.2795;2.77343
807743;Martin Braun;2005-09-17;singles;23.7049;1.89389
807743;Martin Braun;2005-09-17;doubles;17.3361;3.19018
808577;Gerd Kanikowski;2005-09-17;singles;33.2118;1.81311
808577;Gerd Kanikowski;2005-09-17;doubles;24.2669;2.86886
808884;Tobias Schultze;2005-09-17;singles;31.3388;1.99802
808884;Tobias Schultze;2005-09-17;doubles;29.2006;2.88473
810449;Alexander Nachtigall;2005-09-17;singles;33.6091;6.42801
810449;Alexander Nachtigall;2005-09-17;doubles;28.3373;7.54188
810817;Andreas Ziese;2005-09-17;singles;21.4193;6.77052
810817;Andreas Ziese;2005-09-17;doubles;21.328;7.23272
806299;Andreas Knauf;2005-09-18;singles;35.3305;4.01703
